Attributed Touch Type,Attributed Touch Time,Install Time,Event Time,Event Name,Event Value,Event Revenue,Event Revenue Currency,Event Revenue INR,Cost Model,Cost Value,Cost Currency,Event Source,Partner,Media Source,Channel,Campaign,Campaign ID,Adset,Adset ID,Ad,Ad ID,Ad Type,Site ID,Region,Country Code,State,City,Postal Code,DMA,IP,Operator,Carrier,Language,AppsFlyer ID,Customer User ID,Android ID,Advertising ID,IMEI,IDFA,IDFV,Device Category,Platform,OS Version,App Version,SDK Version,App ID,App Name,Is Retargeting,Retargeting Conversion Type,Is Primary Attribution,Attribution Lookback,Reengagement Window,Match Type,User Agent,HTTP Referrer,Original URL,Device Model,Rejected Reason,Rejected Reason Value,Detection Date,Fraud Reason,Fraud Sub Reason
click,2025-07-11 18:11:06,2025-07-12 21:08:39,2025-07-17 16:04:38,sse_goa_Any_FirstIntTxnDone,"""""",,USD,,,0.0,,S2S,steptosalein614,latimobizv_int,588,Affiliates_ClickOrbits,,,,,,,3gyf6zxqj,AS,IN,AS,Faridabad City,121003,356001,,,,,1752334713240-2455129456012749819,,,0430e9bbc92899c6,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?pid=latimobizv_int&af_siteid=3gyf6zxqj&c=Affiliates_ClickOrbits&af_channel=588&af_click_lookback=7d&clickid=000165__10107675__20250711204106622668391463453575______3gyf6zxqj__v37598550097cc15d890755f4f83a5585a6d04dbc780&advertising_id=3c094ea1-0d16-4d6b-b883-a3a5924c6b38&idfa=3c094ea1-0d16-4d6b-b883-a3a5924c6b38&af_prt=steptosalein614&af_os_version=&af_model=&gaid=3c094ea1-0d16-4d6b-b883-a3a5924c6b38&android_id=3c094ea1-0d16-4d6b-b883-a3a5924c6b38&af_ua=Mozilla%2F5.0%20%28Linux%3B%20Android%209%3B%20ZTE%20Blade%20A5%202019%3B%20PPR1.180610.011%3B%20wv%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Chrome%2F137.0.7151.115%20Mobile%20Safari%2F537.36%20Viber%2F25.5.0.0&redirect=false&af_ip=49.42.36.96&expires=1752237726&signature_v2=leGrhVJoprQNnxrfvt8M7ZwzhJ9ykompwVBeVDmR8TM,,,organic,2025-07-18 12:15:00,click_flood,click_flood
click,2025-07-11 23:27:07,2025-07-17 14:22:08,2025-07-17 16:03:17,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,wirelesshdk_int,139,Affiliates_ClickOrbits,,,,,,,x0li4683374,AS,IN,AS,Mandawar,246721,None,,,,,1752742324082-7211336784012623556,,,ded67bf6fb36c7d5,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?pid=wirelesshdk_int&af_siteid=x0li4683374&c=Affiliates_ClickOrbits&af_click_lookback=7d&clickid=000165__10107677__20250712015707492668410878888202______x0li4683374__v37598552099867711a6fdf74c52bc28d1a964fd375d&advertising_id=1ec1fa90-4929-4e29-adfb-0c5a0cdf84bd&idfa=1ec1fa90-4929-4e29-adfb-0c5a0cdf84bd&af_prt=steptosalein614&af_channel=139&af_os_version=&af_model=&gaid=1ec1fa90-4929-4e29-adfb-0c5a0cdf84bd&android_id=1ec1fa90-4929-4e29-adfb-0c5a0cdf84bd&af_ua=Mozilla%2F5.0%20%28Linux%3B%20Android%2012%3B%20TB328FU%20Build%2FSP1A.210812.016%3B%20wv%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Chrome%2F137.0.7151.89%20Safari%2F537.36&redirect=false&af_ip=49.42.35.173&expires=1752256687&signature_v2=GYNvVOduzYDxgUjEeq4yXPsXwGlWQXv5ffm_k6t5mnI,,,organic,2025-07-18 12:15:00,click_flood,click_flood
click,2025-07-14 13:38:07,2025-07-17 15:06:00,2025-07-17 15:24:16,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,latimobizv_int,588,Affiliates_ClickOrbits,,,,,,,y5o2mflu0,AS,IN,AS,Juhu,400049,356002,,,,,1752744955640-5308245306727779307,,,72fb455c16bcd0df,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?pid=latimobizv_int&af_siteid=y5o2mflu0&c=Affiliates_ClickOrbits&af_channel=588&af_click_lookback=7d&clickid=000165__10107675__20250714160807313668640111231970______y5o2mflu0__v37598550097f0ffb7abb0864fa486958a0791d56f24&advertising_id=2a99fe9f-9a77-410d-9772-993a5977c740&idfa=2a99fe9f-9a77-410d-9772-993a5977c740&af_prt=steptosalein614&af_os_version=&af_model=&gaid=2a99fe9f-9a77-410d-9772-993a5977c740&android_id=2a99fe9f-9a77-410d-9772-993a5977c740&af_ua=Mozilla%2F5.0%20%28Linux%3B%20Android%2013%3B%20Pixel%205%20Build%2FTQ2A.230305.008.C1%3B%20wv%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Chrome%2F125.0.6422.165%20Mobile%20Safari%2F537.36&redirect=false&af_ip=&expires=1752480547&signature_v2=ebVWA2UWf6VvlJ65r-dI03JHWd8wVYqGdsgYzZGifqc,,,organic,2025-07-19 11:00:01,click_flood,click_flood
click,2025-07-15 01:53:57,2025-07-17 15:10:12,2025-07-17 15:21:27,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,latimobizv_int,588,Affiliates_ClickOrbits,,,,,,,4r3pqh,AS,IN,AS,Mumbai,400037,356002,,,,,1752745209101-5056470904141524644,,,903295a763008f0d,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?pid=latimobizv_int&af_siteid=4r3pqh&c=Affiliates_ClickOrbits&af_channel=588&af_click_lookback=7d&clickid=000165__10107675__20250715042356599668685320586935______4r3pqh__v37598550097d16c2f6c0d254b18b8089b7477e6651b&advertising_id=25aef0d5-e81b-471b-a603-d99bcafed6a4&idfa=25aef0d5-e81b-471b-a603-d99bcafed6a4&af_prt=steptosalein614&af_os_version=&af_model=&gaid=25aef0d5-e81b-471b-a603-d99bcafed6a4&android_id=25aef0d5-e81b-471b-a603-d99bcafed6a4&af_ua=Mozilla%2F5.0%20%28Linux%3B%20Android%2015%3B%20SM-S928N%20Build%2FAP3A.240905.015.A2%3B%20wv%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Chrome%2F137.0.7151.115%20Mobile%20Safari%2F537.36&redirect=false&af_ip=103.235.0.128&expires=1752524696&signature_v2=XROt9Gzizt52DHtq_36A-hDw0XAaT8uvAO5rG9gs59Y,,,organic,2025-07-19 11:00:00,click_flood,click_flood
click,2025-07-08 09:41:50,2025-07-13 15:01:45,2025-07-17 14:37:31,sse_goa_Any_FirstIntTxnDone,"""""",,USD,,,0.0,,S2S,steptosalein614,skylinemodn_int,99,ClickOrbits,993715,,993715,com.allinone.logomaker.app,1639,,993715_12_20250708041149_5378,AS,IN,AS,Faridabad City,121003,356001,,,,,1752399101024-198180195686347951,,,bf95d3ecd5802996,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?advertising_id=a39671af-bab5-4f0b-be30-e83bf0acbb5d&af_ad=com.allinone.logomaker.app&af_ad_id=1639&af_adset_id=993715&af_c_id=993715&af_channel=99&af_click_lookback=7d&af_ip=49.36.176.199&af_lang=hi-IN&af_model=SM-A356E&af_os_version=15&af_prt=steptosalein614&af_siteid=993715_12_20250708041149_5378&af_sub_siteid=00397&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+15%3B+SM-A356E+Build%2FAP3A.240905.015.A2%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F137.0.7151.115+Mobile+Safari%2F537.36&c=ClickOrbits&clickid=53748f0a29a2de48b5097a953a7988c489453a961aeaee0a50be0fcaad48d9569a4771b43d0b69bc668b3c2f6712711fe1df3a1266eb8788639697e79fe90a01c8ae0bd5c7e28847097e9e03920f3e84febd8a647b2a323d8591207eb2fdd91b0920623177aac27c2fd97172322667ccfa60be03566b0fcd10fd7d0238cbd964753318aa146f265bc5b65ed2f2e8999abcbd07f0b0e1197d9ecda5dddbd5e3c63d3c61eae6ac9d1808&is_incentivized=false&pid=skylinemodn_int&sha1_advertising_id=29f16e3daf4943588c36577af493aa0f4529d2b5,,,organic,2025-07-18 12:15:01,click_flood,click_flood
click,2025-07-16 13:57:15,2025-07-17 13:51:58,2025-07-17 14:08:18,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,airlinekir4i_int,279,CLICK_ORBITS_2311_PS,,,,,,,5fzalf,AS,IN,AS,Kopar Khairne,400709,None,,,,,1752740518198-1373099151006781083,,,e9104a7079d533e7,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://goniyo.onelink.me/zKhp?pid=airlinekir4i_int&af_siteid=5fzalf&c=CLICK_ORBITS_2311_PS&af_click_lookback=7d&clickid=000218__10128906__20250716162715111668818233886253____63303961636238663862313734613764383163666331623131646239383433342530326f7267616e69632530324b42323030312530324f6e65506c757325303261665f6170705f6f70656e656425303231342530324d482530324b68617267686172253032566f6461666f6e652b494e25303276362e31322e362530323137353236353237343430303025303230__5fzalf__v3386285071054deb34a78d1449dacadf0864934cd31&advertising_id=6a8a8141-bd3f-4ddc-bbc8-ef22bff0d49b&idfa=6a8a8141-bd3f-4ddc-bbc8-ef22bff0d49b&af_prt=steptosalein614&af_channel=279&af_os_version=&af_model=&gaid=6a8a8141-bd3f-4ddc-bbc8-ef22bff0d49b&android_id=6a8a8141-bd3f-4ddc-bbc8-ef22bff0d49b&redirect=false&af_ua=Dalvik%2F2.1.0%2B%28Linux%3B%2BU%3B%2BAndroid%2B14%3B%2BKB2001%2BBuild%2FUKQ1.230924.001%29&af_ip=49.43.24.157&expires=1752654495&signature_v2=1Ad0zfGBS-vIfWTXuL5JIJJJDSmDhu69zDb2wFqsmso,,,organic,2025-07-19 11:00:00,click_flood,click_flood
click,2025-07-13 22:48:08,2025-07-17 13:01:59,2025-07-17 13:42:50,sse_goa_Any_FirstIntTxnDone,"""""",,USD,,,0.0,,S2S,steptosalein614,wirelesshdk_int,139,Affiliates_ClickOrbits,,,,,,,o3290955,AS,IN,AS,Hyderabad,500017,356006,,,,,1752737515253-2714395786887863915,,,427fe229654ac215,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?pid=wirelesshdk_int&af_siteid=o3290955&c=Affiliates_ClickOrbits&af_click_lookback=7d&clickid=000165__10107677__20250714011808865668585431138759______o3290955__v37598552099254331bcee9e49d2aa8845c46df29796&advertising_id=b6204947-5624-472c-9a58-a997f8afd060&idfa=b6204947-5624-472c-9a58-a997f8afd060&af_prt=steptosalein614&af_channel=139&af_os_version=&af_model=&gaid=b6204947-5624-472c-9a58-a997f8afd060&android_id=b6204947-5624-472c-9a58-a997f8afd060&af_ua=Mozilla%2F5.0%20%28Linux%3B%20Android%2014%3B%20Pixel%208a%3B%20AP2A.240605.024%3B%20wv%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Chrome%2F136.0.7103.125%20Mobile%20Safari%2F537.36%20Viber%2F25.4.3.0&redirect=false&af_ip=106.76.167.10&expires=1752427148&signature_v2=A4nI_dFPh6Q-ny_io-2OKIeOAAelXMRHSK0o-SmulEo,,,organic,2025-07-18 12:15:01,click_flood,click_flood
click,2025-07-12 05:31:50,2025-07-17 12:47:58,2025-07-17 13:29:51,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,calciumob5v_int,48,ClickOrbits,993716,,993716,com.ibragunduz.applockpro,1759,,993716_12_20250712000149_2210,AS,IN,AS,Mumbai,400005,356002,,,,,1752736674636-1053858319231333271,,,8212d0d04a610b5f,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?advertising_id=4ac05fd7-1435-4825-944a-10065ce6df73&af_ad=com.ibragunduz.applockpro&af_ad_id=1759&af_adset_id=993716&af_c_id=993716&af_channel=48&af_click_lookback=7d&af_ip=152.56.21.9&af_lang=hi-IN&af_model=SM-S928B&af_os_version=15&af_prt=steptosalein614&af_siteid=993716_12_20250712000149_2210&af_sub_siteid=0039&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+15%3B+SM-S928B+Build%2FAP3A.240905.015.A2%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F137.0.7151.117+Mobile+Safari%2F537.36&c=ClickOrbits&clickid=2114eb006ad8c12400e9798ad16aca7e1fd58a664f284d1032db69d921889054fbf40cda60eaecfdf6935139d3f87f4e7e200825e3cf86a88cb3bdbce259613cd3d27497a638d4a48aad61f0505a3b9c8f33058d053bf30c142b5179d1b502dcf55dfa069e115d5028e7870bc1534dbc6f5613356fee78e8994de5c0cf61e3e0855a2dc1c87c066e5d2682b7ed99b1d1a40fcafbb65e688f89db276ee93e7433e778bc930e65f024c5&is_incentivized=false&pid=calciumob5v_int&md5_advertising_id=71b5122f4dcbe658ac4de451b3120f0c,,,organic,2025-07-18 12:15:01,click_flood,click_flood
click,2025-07-13 22:48:08,2025-07-17 13:01:59,2025-07-17 13:18:05,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,wirelesshdk_int,139,Affiliates_ClickOrbits,,,,,,,o3290955,AS,IN,AS,Hyderabad,500017,356006,,,,,1752737515253-2714395786887863915,,,427fe229654ac215,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?pid=wirelesshdk_int&af_siteid=o3290955&c=Affiliates_ClickOrbits&af_click_lookback=7d&clickid=000165__10107677__20250714011808865668585431138759______o3290955__v37598552099254331bcee9e49d2aa8845c46df29796&advertising_id=b6204947-5624-472c-9a58-a997f8afd060&idfa=b6204947-5624-472c-9a58-a997f8afd060&af_prt=steptosalein614&af_channel=139&af_os_version=&af_model=&gaid=b6204947-5624-472c-9a58-a997f8afd060&android_id=b6204947-5624-472c-9a58-a997f8afd060&af_ua=Mozilla%2F5.0%20%28Linux%3B%20Android%2014%3B%20Pixel%208a%3B%20AP2A.240605.024%3B%20wv%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Chrome%2F136.0.7103.125%20Mobile%20Safari%2F537.36%20Viber%2F25.4.3.0&redirect=false&af_ip=106.76.167.10&expires=1752427148&signature_v2=A4nI_dFPh6Q-ny_io-2OKIeOAAelXMRHSK0o-SmulEo,,,organic,2025-07-18 12:15:01,click_flood,click_flood
click,2025-07-11 05:26:57,2025-07-17 12:43:05,2025-07-17 12:54:28,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,calciumob5v_int,99,ClickOrbits,993716,,993716,,1639,,993716_12_20250710235657_6593,AS,IN,AS,Bangalore,560036,356004,,,,,1752736382541-8079453253542783744,,,5cc06e7200de05a6,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?advertising_id=7007df54-97ab-4f89-8aa1-62c62fb1a1d6&af_ad=&af_ad_id=1639&af_adset_id=993716&af_c_id=993716&af_channel=99&af_click_lookback=7d&af_ip=115.96.21.168&af_lang=hi-IN&af_model=V2303&af_os_version=15&af_prt=steptosalein614&af_siteid=993716_12_20250710235657_6593&af_sub_siteid=00460&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+15%3B+V2303+Build%2FAP3A.240905.015.A2%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F138.0.7204.63+Mobile+Safari%2F537.36&c=ClickOrbits&clickid=014b229f93d4d2f3cf89dee087ff01998478a8b746a68bd7582e965cdb8b117b9174a8e24741b7296acb3f2391d0199b82d96f7e10be6b7fb30e1ac332380a000ce24ffca4a75547b6b3caadd4432d46d524aea31007482a8591207eb2fdd91b2bbf26e62cb540fb05042bb5c81fb876cbce4d90adf0ab7aedba7939296fa336f1bd6e2913c8f0f8a1cea9cd249ccaea78&is_incentivized=false&pid=calciumob5v_int&md5_advertising_id=084a370a1f328664a6545a17b4852e6f,,,organic,2025-07-18 12:15:01,click_flood,click_flood
click,2025-07-10 21:27:50,2025-07-17 11:45:57,2025-07-17 12:12:43,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,canbdylml_int,,Affiliates_ClickOrbits,,{adset},179145,{ad},{ad_id},{ad_type},gue_i_02,AS,IN,AS,Mahespur,742184,None,,,,,1752732843273-2190489830049683562,,,8a8e3c0d266c96c8,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?pid=canbdylml_int&af_siteid=gue_i_02&c=Affiliates_ClickOrbits&af_sub_siteid={sub_site_id}&af_ad={ad}&af_ad_id={ad_id}&af_adset={adset}&af_ad_type={ad_type}&af_click_lookback=7d&clickid=n8FDfwADM1AjMxYTMyUzNxgzNykzM5IjNxITN3EDRBxnM8hHbh5Wa29GbwBXYtQERZ1CczRGf1QTM5cTM&advertising_id=44240af4-707a-4312-8ba5-5309b4f1a99b&idfa=44240af4-707a-4312-8ba5-5309b4f1a99b&is_incentivized=false&af_prt=steptosalein614&af_ip=223.184.196.47&redirect=false&af_ua=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2015%3B%20CPH2527%20Build%2FUKQ1.230924.001%29&af_adset_id=179145&expires=1752163670&signature_v2=VrlfvD3zK_I8PypIOCcPgqFrFms6e5YrqBDC8xwPODE,,,organic,2025-07-18 12:15:00,click_flood,click_flood
click,2025-07-15 18:55:43,2025-07-17 10:46:04,2025-07-17 12:08:49,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,xinandintnag_int,623,CLICK_ORBITS_2311_PS,,,,,,,2363187ljq,AS,IN,AS,Jagatpur,110084,None,,,,,1752729359265-3228305407116850668,,,e7950bd8f826210f,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://goniyo.onelink.me/zKhp?pid=xinandintnag_int&af_siteid=2363187ljq&c=CLICK_ORBITS_2311_PS&af_click_lookback=7d&clickid=000218__10128908__20250715212543301668748098832526____3961373862346632643033373464336438323165656230373461626161393434253032656d70747925303225303225303261665f6163717569736974696f6e5f6d656e2530322530322530322530322530322530323137353235383534343830303025303230__2363187ljq__v3386285271203a9407a0e0f4c1986fe3b2bf133ef8f&advertising_id=d8793b99-acbc-43ff-be49-16bdb8f71ece&idfv=d8793b99-acbc-43ff-be49-16bdb8f71ece&af_prt=steptosalein614&af_channel=623&af_os_version=&af_model=&gaid=d8793b99-acbc-43ff-be49-16bdb8f71ece&android_id=d8793b99-acbc-43ff-be49-16bdb8f71ece&redirect=false&af_ua=Mozilla%2F5.0%20%28Linux%3B%20Android%2014%3B%20SM-A546U1%20Build%2FUP1A.231005.007%3B%20wv%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Chrome%2F125.0.6422.167%20Mobile%20Safari%2F537.36&af_ip=&expires=1752586003&signature_v2=Tt6aIaUp9HpwriFdaFvdP4-GN4gW6k-fncWbFc-_Bw4,,,organic,2025-07-18 12:15:00,click_flood,click_flood
click,2025-06-18 22:39:03,2025-06-23 09:34:03,2025-07-17 11:35:25,sse_goa_Any_FirstIntTxnDone,"""""",,USD,,,0.0,,S2S,steptosalein614,gameappzo45i_int,613,Affiliates_ClickOrbits,,10108649,,,,,nbs74740168,AS,IN,AS,Hanumangarh,335513,356001,,,,,1750651438712-1179315440586712827,,,3b4d8274384bed41,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?pid=gameappzo45i_int&af_siteid=nbs74740168&c=Affiliates_ClickOrbits&af_adset=10108649&af_channel=613&af_click_lookback=7d&clickid=000165__10108649__20250619010903496666373033296599______nbs74740168__v3319054727838dbeda236664241a5071fdacf85fa0d&advertising_id=966f76e0-7f1e-4799-b2d1-48f51a58a19a&af_prt=steptosalein614&af_os_version=&af_model=&gaid=966f76e0-7f1e-4799-b2d1-48f51a58a19a&android_id=966f76e0-7f1e-4799-b2d1-48f51a58a19a&af_ua=Mozilla%2F5.0%20%28Linux%3B%20Android%2012%3B%20V2135%20Build%2FSP1A.210812.003%3B%20wv%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Version%2F4.0%20Chrome%2F126.0.6478.134%20Mobile%20Safari%2F537.36&redirect=false&af_ip=157.38.108.144&expires=1750266603&signature_v2=IPS72k5D_Maq8KqI8FUAYm-XfNCTb4UY9NCamy7tQmI,,,organic,2025-07-18 12:15:01,click_flood,click_flood
click,2025-07-03 23:38:14,2025-07-05 13:31:52,2025-07-16 21:35:08,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,skylinemodn_int,99,ClickOrbits,993715,cb28b2f770f36e31270315032abb3b8d9dc384b6fa9124d14d442a08722778fae898a6ca0bd9a7b6b28ac2909815544af5530c59448cdcbd8259b973228de2a0c8ae0bd5c7e28847d97f7f2b7e5b48bb553a85c5ec9159058591207eb2fdd91b0920623177aac27c924c87ce62159aba29cd096d4a9790bbec92d97620fec9003bf7115d62aecb4f4c0d0fff33e375e30020f5c2aa635ecbacf8fa1c582d5b9984,993715,com.twitter.android,1639,,993715_12_20250703180813_6439,AS,IN,AS,Mumbai,400089,356002,,,,,1751702510295-6418213460168950360,,,ce231480289cf5af,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?advertising_id=16180191-cefe-44d5-854c-879a61b40b98&af_ad=com.twitter.android&af_ad_id=1639&af_adset=cb28b2f770f36e31270315032abb3b8d9dc384b6fa9124d14d442a08722778fae898a6ca0bd9a7b6b28ac2909815544af5530c59448cdcbd8259b973228de2a0c8ae0bd5c7e28847d97f7f2b7e5b48bb553a85c5ec9159058591207eb2fdd91b0920623177aac27c924c87ce62159aba29cd096d4a9790bbec92d97620fec9003bf7115d62aecb4f4c0d0fff33e375e30020f5c2aa635ecbacf8fa1c582d5b9984&af_adset_id=993715&af_c_id=993715&af_channel=99&af_click_lookback=7d&af_cost_value=%7Bpayout%7D&af_ip=152.58.44.178&af_lang=hi-IN&af_model=DN2101&af_os_version=13&af_prt=steptosalein614&af_siteid=993715_12_20250703180813_6439&af_sub_siteid=00141&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+13%3B+DN2101+Build%2FTP1A.220905.001%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F138.0.7204.63+Mobile+Safari%2F537.36&c=ClickOrbits&clickid=cb28b2f770f36e31270315032abb3b8d9dc384b6fa9124d14d442a08722778fae898a6ca0bd9a7b6b28ac2909815544af5530c59448cdcbd8259b973228de2a0c8ae0bd5c7e28847d97f7f2b7e5b48bb553a85c5ec9159058591207eb2fdd91b0920623177aac27c924c87ce62159aba29cd096d4a9790bbec92d97620fec9003bf7115d62aecb4f4c0d0fff33e375e30020f5c2aa635ecbacf8fa1c582d5b9984&is_incentivized=false&pid=skylinemodn_int&md5_advertising_id=051365907a8283530cbbdd50a8c2cd69,,,organic,2025-07-17 11:05:00,click_flood,click_flood
click,2025-07-10 12:23:00,2025-07-16 16:48:34,2025-07-16 19:08:07,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,cheersads48_int,,ClickOrbits,,{adset},814578,{ad},{ad_id},{ad_type},m5_jwzyqsr_b_9,AS,IN,AS,Shahdara,110032,356001,,,,,1752664711337-4215737419518059878,,,daf2344b3589f67e,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?pid=cheersads48_int&af_siteid=m5_jwzyqsr_b_9&c=ClickOrbits&af_sub_siteid={sub_site_id}&af_ad={ad}&af_ad_id={ad_id}&af_adset={adset}&af_ad_type={ad_type}&af_click_lookback=7d&clickid=uwXM8BDMwMTM1gjMxITN3EDNxIzM0IDMzEjM1cTMEFEfywXZulGbu92bwB3btQERZ1CczRGf4cTN0EDO&advertising_id=3e93fb8a-7841-4b1f-832a-ac33323c0cfd&idfa=3e93fb8a-7841-4b1f-832a-ac33323c0cfd&is_incentivized=false&af_prt=steptosalein614&af_ip=103.170.81.31&redirect=false&af_ua=Dalvik%2F2.1.0%20%28Linux%3B%20U%3B%20Android%2012%3B%20RMX3151%20Build%2FSP1A.210812.016%29&af_adset_id=814578&expires=1752130979&signature_v2=9824yOqSwyK8fh1DZWPOGQyTwX5gVEqCfez1Lkqyh80,,,organic,2025-07-19 11:00:00,click_flood,click_flood
click,2025-07-07 12:37:51,2025-07-12 09:21:32,2025-07-16 18:39:47,sse_goa_Any_FX_CardOrdered,"""""",,USD,,,0.0,,S2S,steptosalein614,calciumob5v_int,99,ClickOrbits,993716,,993716,com.truecaller,1639,,993716_12_20250707070750_6654,AS,IN,AS,Bangalore,560037,356004,,,,,1752292291211-8759733922253741365,,,c6dc42d6a9ece12f,,,,unknown_device_category,android,,,,finance.global.travel.niyo,,false,,true,7d,,id_matching,,N/A,https://app.appsflyer.com/finance.global.travel.niyo?advertising_id=286ea104-0b36-4747-8a1d-dbe6f3bbbd1d&af_ad=com.truecaller&af_ad_id=1639&af_adset_id=993716&af_c_id=993716&af_channel=99&af_click_lookback=7d&af_ip=49.37.182.158&af_lang=hi-IN&af_model=SM-S928B&af_os_version=14&af_prt=steptosalein614&af_siteid=993716_12_20250707070750_6654&af_sub_siteid=00345&af_ua=Mozilla%2F5.0+%28Linux%3B+Android+14%3B+SM-S928B+Build%2FUP1A.231005.007%3B+wv%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Version%2F4.0+Chrome%2F137.0.7151.115+Mobile+Safari%2F537.36&c=ClickOrbits&clickid=c3d4173713b69230584ea8115da2fc46b92294d7a575e094c77ebc065a513b8c95643a20510d5ee635ccbb7812c2a987739137eb2369ad0ccdb60bec7cd9b26e0ce24ffca4a755470eb5089be664834527213c0ccae79f758591207eb2fdd91b0920623177aac27c6470bc93b7b9be99a320bd1ef08daf4e234ff919af0fb2ec2f9a2d5414b5b3aed5852fd83b0452af872f439b12c327ee24882b721a571281a5&is_incentivized=false&pid=calciumob5v_int&sha1_advertising_id=c6a54670fcf0fe1106e76aaa9df06aec5c95fc09,,,organic,2025-07-17 11:05:01,click_flood,click_flood
